5 42058
16 42058
23 42058
33 42058
39 42058
44 42058
52 42058
56 42058
60 42058
67 42058
75 42058
93 42044
111 42079
133 42116
136 42116
138 42116
144 42116
184 42102
189 42102
192 42102
209 42170
231 42170
234 42170
241 42170
243 42170
250 42170
