0 42075 50.96000 1
0 42058 47.28000 2
0 42044 42.10000 4
0 42156 38.59000 5
1 42075 51.29000 1
1 42058 47.60000 2
1 42044 42.48000 4
1 42156 38.44000 5
2 42075 51.50000 1
2 42058 47.73000 2
2 42044 42.97001 4
2 42156 38.09000 5
3 42075 51.96000 1
3 42058 48.29000 2
3 42044 43.13000 4
4 42075 51.82000 1
4 42058 47.17000 3
4 42044 43.21000 4
4 42156 38.98000 5
5 42075 52.56000 1
5 42058 49.09000 2
5 42044 44.04000 4
5 42156 40.43000 5
6 42075 52.61000 1
6 42058 48.58000 2
6 42044 44.00000 4
6 42090 38.20000 5
6 42156 39.95000 5
7 42075 52.40000 1
7 42058 48.69000 2
7 42044 43.51000 4
7 42090 38.14000 5
8 42075 51.24000 1
8 42058 47.41000 2
8 42044 42.02000 4
8 42090 37.52000 5
9 42075 51.99001 1
9 42058 48.38000 2
9 42044 43.15000 4
9 42090 39.37000 5
10 42075 51.79000 1
10 42058 48.30000 2
10 42044 42.89000 4
10 42090 39.16000 5
11 42075 52.14000 1
11 42058 48.41000 2
11 42044 43.12000 4
11 42090 38.72000 5
12 42075 51.55000 1
12 42058 47.72000 2
12 42044 42.24000 4
13 42141 54.51000 0
13 42075 50.93000 1
13 42058 47.55000 2
13 42044 42.23000 4
14 42141 55.15000 0
14 42075 51.68000 1
14 42058 47.72000 2
14 42044 43.25000 4
15 42141 54.23000 0
15 42075 49.31000 2
15 42058 45.91000 3
15 42044 42.19000 4
15 42090 38.49000 5
16 42075 51.81000 1
16 42058 48.16000 2
16 42044 43.07000 4
16 42090 39.07000 5
17 42075 51.86000 1
17 42058 48.25000 2
17 42044 43.24001 4
17 42090 39.93000 5
18 42075 51.59000 1
18 42058 47.77000 2
18 42044 42.65000 4
18 42090 38.57000 5
19 42075 51.74000 1
19 42058 48.15000 2
19 42044 42.87000 4
20 42075 51.70000 1
20 42058 47.33000 3
20 42044 42.94000 4
20 42090 38.55000 5
21 42176 54.53000 0
21 42075 50.83000 1
21 42058 46.70000 3
21 42044 42.57000 4
21 42090 39.04000 5
22 42176 55.05000 0
22 42075 50.10000 2
22 42058 46.58000 3
22 42044 42.94000 4
23 42176 56.15000 0
23 42075 52.69000 1
23 42058 49.07000 2
23 42044 43.93000 4
23 42090 39.34000 5
24 42176 55.03000 0
24 42075 49.55000 2
24 42058 46.33000 3
24 42044 42.73000 4
25 42176 54.27000 0
25 42075 49.62000 2
25 42058 46.14000 3
25 42044 42.38000 4
26 42176 53.46000 1
26 42075 50.24000 2
26 42058 47.00000 3
26 42044 43.70000 4
27 42176 52.36000 1
27 42075 49.30000 2
27 42058 45.92000 3
27 42044 42.26000 4
28 42176 54.66000 0
28 42075 51.24000 1
28 42058 46.90000 3
28 42044 42.46000 4
29 42176 53.60000 0
29 42075 50.31000 1
29 42058 45.60001 3
29 42044 41.58000 4
29 42090 36.83000 5
30 42176 56.19000 0
30 42075 51.46000 1
30 42058 47.07000 3
30 42044 43.03000 4
30 42090 39.11000 5
31 42176 55.30000 0
31 42075 51.80000 1
31 42058 47.70000 3
31 42044 43.37000 4
31 42090 40.11000 5
32 42176 55.09000 0
32 42075 51.20000 1
32 42058 47.38000 3
32 42044 43.14000 4
32 42090 39.18000 5
33 42176 55.85000 0
33 42075 52.22000 1
33 42058 48.81000 2
33 42044 43.37000 4
34 42176 53.12000 1
34 42075 49.58000 2
34 42058 46.45000 3
34 42044 42.62000 4
35 42176 52.60000 1
35 42075 49.06000 2
35 42058 45.97000 3
35 42044 42.37000 4
36 42176 52.93000 1
36 42075 49.34000 2
36 42058 46.24000 3
36 42044 41.86000 4
37 42176 54.71000 0
37 42075 50.24000 2
37 42058 46.44000 3
37 42044 42.88000 4
38 42176 54.99000 0
38 42075 51.13000 1
38 42058 46.97000 3
38 42044 43.24001 4
39 42176 54.52000 0
39 42075 51.07000 1
39 42058 47.45000 2
39 42044 42.76000 4
40 42176 54.97000 0
40 42075 50.23000 2
40 42058 46.77000 3
40 42044 43.25000 4
41 42176 52.42000 1
41 42075 48.82000 2
41 42058 45.61000 3
41 42044 41.88000 4
42 42176 54.92000 0
42 42075 49.93000 2
42 42058 46.32000 3
42 42044 42.85000 4
43 42176 55.11000 0
43 42075 50.57000 2
43 42058 46.70000 3
43 42044 42.92000 4
44 42075 52.83001 1
44 42058 48.59000 2
44 42044 43.53000 4
45 42176 54.54000 0
45 42075 51.00000 1
45 42058 47.13000 3
45 42044 42.28000 4
46 42176 56.04000 0
46 42075 51.93000 1
46 42058 47.29000 3
46 42044 43.63000 4
47 42176 53.11000 1
47 42075 49.50000 2
47 42058 46.43000 3
47 42044 42.46000 4
48 42176 53.96000 1
48 42075 49.98000 2
48 42058 46.74000 3
48 42044 43.21000 4
49 42176 54.05000 1
49 42075 50.75000 2
49 42058 47.65000 3
49 42044 44.41000 4
50 42176 54.50000 0
50 42075 50.13000 2
50 42058 46.73000 3
50 42044 43.08000 4
51 42176 55.56000 0
51 42075 52.01000 1
51 42058 47.29000 3
51 42044 43.58000 4
52 42176 56.28000 0
52 42075 53.17001 1
52 42058 49.57000 2
52 42044 44.31000 4
52 42079 40.63000 5
53 42176 56.95000 0
53 42075 53.25000 1
53 42058 49.04000 3
53 42044 44.40000 4
53 42079 39.68000 5
54 42176 56.43000 0
54 42075 52.88000 1
54 42058 48.19000 3
54 42044 44.60000 4
54 42079 40.63000 5
55 42176 56.58001 0
55 42075 53.12000 1
55 42058 48.33000 3
55 42044 44.18000 4
55 42079 39.84000 5
56 42176 57.10000 0
56 42075 53.70000 1
56 42058 50.13000 2
56 42044 44.95000 4
56 42079 41.01000 5
57 42075 52.83001 1
57 42058 48.88000 2
57 42044 44.04000 4
57 42079 40.83000 5
58 42176 56.78001 0
58 42075 52.33000 1
58 42058 47.81000 3
58 42044 43.81000 4
58 42079 39.88000 5
59 42176 55.91000 0
59 42075 52.16000 1
59 42058 47.53000 3
59 42044 43.53000 4
59 42079 39.07000 5
60 42075 51.94000 1
60 42058 48.28000 2
60 42044 43.46000 4
60 42079 39.88000 5
61 42075 51.93000 1
61 42058 48.42000 2
61 42044 43.13000 4
61 42079 38.50000 5
62 42075 52.37000 1
