0 24174 55.40001 0
0 27123 55.77000 0
0 27846 55.88000 0
0 29847 55.03000 0
0 30816 37.17000 5
0 37899 37.06000 5
0 41226 36.94000 5
1 21879 55.76000 0
1 24174 55.79000 0
1 27846 56.31000 0
1 24510 37.33000 5
1 30816 36.78000 5
1 31383 37.17000 5
1 37677 36.98000 5
1 41226 38.95000 5
1 41232 37.43000 5
2 21879 56.52000 0
2 22665 56.24000 0
2 33213 56.20000 0
2 36120 55.60001 0
2 24510 38.21000 5
2 41226 38.26000 5
3 24174 56.81000 0
3 24894 57.14000 0
3 27846 56.19000 0
3 36120 56.74000 0
3 23535 37.66000 5
3 35655 38.89000 5
3 37899 39.69000 5
3 41226 38.40000 5
4 24873 56.66000 0
4 24894 56.47000 0
4 27135 56.54000 0
4 30816 38.06000 5
4 31383 39.18000 5
4 35655 38.96000 5
4 37899 39.08000 5
5 24873 57.49000 0
5 27135 55.72000 0
5 33258 56.80000 0
5 30816 39.25000 5
5 33303 38.09000 5
5 35040 38.46000 5
5 40494 38.62000 5
6 20715 57.87000 0
6 22299 58.27000 0
6 24873 56.95000 0
6 30360 57.02000 0
6 21522 38.51000 5
6 23454 40.07000 5
6 35040 38.91000 5
6 35655 38.48000 5
6 40494 40.03000 5
7 24873 56.81000 0
7 30360 56.99001 0
7 21522 39.73000 5
7 31383 39.05000 5
7 35655 38.47000 5
8 24873 55.06000 0
8 40578 56.15000 0
8 21522 37.94000 5
8 28638 37.08000 5
8 31383 38.64000 5
8 39582 36.95000 5
8 40062 37.62000 5
9 28287 57.10000 0
9 28308 55.91000 0
9 40116 56.23000 0
9 41043 56.59000 0
9 21522 38.71000 5
9 22374 38.91000 5
9 28638 37.87000 5
9 35979 37.80000 5
10 27447 55.83000 0
10 36480 55.58000 0
10 37092 57.41000 0
10 21522 38.36000 5
10 34296 37.50000 5
10 35655 37.98000 5
10 35979 38.84000 5
11 21846 56.18000 0
11 23430 57.23000 0
11 27447 56.23000 0
11 28638 39.73000 5
11 31383 38.45000 5
11 34296 38.08000 5
11 35655 37.61000 5
11 35979 38.35000 5
11 40494 37.45000 5
12 21078 55.38000 0
12 28638 38.09000 5
12 31383 37.59000 5
12 34296 38.10000 5
13 27285 56.27000 0
13 27447 55.97000 0
13 22563 38.32000 5
13 28638 38.69000 5
13 31383 37.42000 5
13 34056 37.07000 5
13 35979 37.53000 5
14 20976 57.31001 0
14 29394 56.94000 0
14 22563 38.34000 5
14 23454 38.90000 5
14 34056 38.16000 5
14 34296 37.29000 5
14 35382 39.62000 5
15 21846 56.28000 0
15 37239 56.67000 0
15 37356 56.64000 0
15 34056 38.32000 5
15 35655 39.17000 5
15 35979 37.77000 5
15 40494 37.92000 5
16 30204 55.26001 0
16 35655 38.79000 5
16 39450 38.00000 5
16 40494 37.71000 5
17 30204 55.46001 0
17 34056 38.95000 5
17 35655 37.98000 5
17 35679 37.90000 5
17 40494 38.30000 5
18 23814 56.88000 0
18 30204 55.00000 0
18 30846 56.58001 0
18 21462 38.49000 5
18 35382 37.22000 5
18 35679 37.63000 5
19 27504 56.20000 0
19 28308 57.22000 0
19 30846 54.82000 0
19 21462 38.75000 5
19 29871 37.18000 5
19 35679 38.22000 5
19 39450 38.36000 5
19 40062 38.05000 5
20 27801 55.66000 0
20 30846 56.06001 0
20 34140 56.31000 0
20 21462 38.32000 5
20 33633 39.09000 5
20 35382 38.95000 5
20 39450 37.74000 5
21 30786 56.59000 0
21 31905 56.13000 0
21 38043 55.73000 0
21 29871 37.82000 5
21 40062 38.37000 5
21 40494 37.35000 5
22 20499 57.31001 0
22 28263 57.32000 0
22 29871 39.21000 5
22 39135 39.44000 5
22 39501 37.99000 5
22 40062 39.63000 5
23 28263 57.49000 0
23 32028 57.30000 0
23 39135 39.35000 5
23 39501 40.80000 5
24 23781 56.39000 0
24 39093 56.85001 0
24 34056 38.22000 5
24 39135 39.40000 5
24 39501 38.45000 5
24 40494 38.81000 5
25 20352 56.05000 0
25 29871 38.15000 5
25 35382 37.66000 5
26 28905 57.92000 0
26 31206 57.62000 0
26 40416 57.53000 0
26 21552 38.99000 5
26 30930 39.71000 5
26 32982 39.11000 5
26 39135 40.34000 5
27 28905 56.52000 0
27 37149 57.53000 0
27 37818 56.29000 0
27 41445 57.19000 0
27 21555 38.73000 5
27 30930 38.79000 5
27 32982 38.26000 5
27 35382 37.40000 5
27 39135 37.49000 5
28 26475 56.24000 0
28 28905 57.09000 0
28 37149 56.63000 0
28 21555 37.49000 5
28 32982 37.97000 5
28 35382 38.64000 5
28 37707 37.59000 5
28 39582 37.52000 5
29 30570 56.27000 0
29 32982 37.78000 5
29 35382 38.05000 5
29 35679 36.80000 5
29 39135 36.38000 5
30 20976 56.15000 0
30 32136 56.97001 0
30 22332 39.30000 5
30 23454 38.00000 5
30 35019 38.04000 5
30 35655 39.58000 5
30 35679 39.14000 5
30 37707 37.68000 5
31 20976 56.89000 0
31 23781 57.82000 0
31 22332 38.41000 5
31 33072 37.95000 5
31 37899 38.22000 5
31 40494 39.25000 5
32 35661 56.73000 0
32 30963 39.36000 5
32 33072 38.35000 5
32 37899 38.38000 5
33 21396 57.17001 0
33 22332 39.30000 5
33 30963 39.40000 5
33 37899 39.11000 5
33 39441 39.14000 5
34 24939 55.86000 0
34 31560 57.11000 0
34 36021 57.60000 0
34 36321 57.63000 0
34 22332 39.01000 5
34 34422 37.96000 5
34 34734 38.28000 5
34 35019 38.12000 5
34 39441 39.49000 5
34 40494 39.47000 5
35 31371 55.99001 0
35 36321 56.90000 0
35 21738 38.83000 5
35 23148 38.21000 5
35 33072 39.33000 5
36 26118 57.25000 0
36 31371 56.85001 0
36 23148 38.64000 5
36 31404 38.48000 5
36 33072 37.84000 5
36 34734 38.33000 5
36 39441 38.48000 5
37 26118 57.37000 0
37 26631 56.82000 0
37 36021 56.47000 0
37 21738 38.07000 5
37 31404 38.23000 5
37 33072 39.24000 5
37 36504 38.90000 5
37 38769 38.61000 5
38 36321 56.49000 0
38 39228 57.71000 0
38 31065 37.89000 5
38 31137 38.69000 5
38 33072 39.53000 5
38 36504 38.74000 5
38 38769 37.88000 5
39 31608 56.31000 0
39 36321 56.07000 0
39 31065 37.03000 5
39 33858 37.00000 5
39 35202 39.06000 5
39 35895 36.81000 5
39 37707 37.79000 5
39 39441 37.77000 5
40 28878 58.16000 0
40 31608 57.68000 0
40 36792 57.66000 0
40 27216 38.55000 5
40 31065 38.86000 5
40 35202 39.75000 5
40 39441 38.81000 5
41 33522 57.21000 0
41 36792 55.40001 0
41 40167 56.11000 0
41 31137 37.17000 5
41 33072 37.54000 5
41 35202 38.79000 5
41 39441 38.11000 5
42 33522 56.78001 0
42 23148 38.53000 5
42 27216 38.55000 5
42 29268 37.87000 5
42 31362 37.87000 5
42 33072 38.52000 5
42 35895 39.33000 5
42 37707 39.15000 5
43 26688 57.62000 0
43 27594 57.24001 0
43 36792 57.75000 0
43 23148 39.25000 5
43 31065 38.35000 5
43 31362 39.34000 5
44 25128 55.95000 0
44 25197 57.92000 0
44 33072 38.93000 5
44 37707 39.22000 5
44 39969 39.42000 5
45 36321 56.95000 0
45 22578 38.11000 5
45 23148 37.64000 5
45 30483 38.35000 5
45 31146 38.06000 5
46 25209 57.96001 0
46 31953 57.66000 0
46 27216 39.48000 5
46 31146 38.91000 5
46 39969 39.86000 5
47 20760 57.27000 0
47 31953 57.07000 0
47 32955 55.97000 0
47 22578 37.76000 5
47 22893 38.89000 5
47 27216 38.54000 5
47 30483 38.31000 5
47 39969 38.29000 5
48 40158 56.85001 0
48 30483 39.32000 5
48 33177 39.18000 5
48 34254 39.29000 5
48 39969 38.91000 5
49 29052 58.35001 0
49 38199 58.45000 0
49 40851 59.05000 0
49 27216 40.94000 5
49 30483 40.13000 5
49 37926 40.69000 5
50 29052 57.32000 0
50 31341 57.60000 0
50 40851 57.78000 0
50 22893 38.83000 5
50 30483 37.99000 5
50 37926 39.38000 5
50 39441 39.52000 5
50 39969 39.00000 5
51 28185 57.74000 0
51 31341 57.76001 0
51 32235 57.35000 0
51 31065 39.45000 5
51 35895 39.91000 5
51 37926 39.51000 5
51 39441 39.76000 5
52 36090 58.36000 0
52 23022 38.95000 5
52 31065 39.92000 5
52 35895 40.03000 5
52 36984 39.50000 5
52 41241 39.31000 5
53 26802 58.07000 0
53 36321 58.92000 0
53 31362 41.59000 5
53 41241 40.17000 5
54 26802 58.79000 0
54 34545 58.82000 0
54 41535 58.68000 0
54 30930 39.58000 5
54 31065 40.86000 5
54 31362 40.17000 5
54 41241 39.81000 5
55 31065 39.97000 5
55 31362 39.09000 5
55 32382 41.25000 5
55 33177 39.07000 5
56 25197 59.14001 0
56 35457 59.36000 0
56 35565 58.48000 0
56 20301 40.67001 5
56 30930 39.26000 5
56 35382 40.03000 5
56 37257 39.82000 5
57 26802 56.43000 0
57 28674 57.83001 0
57 20301 38.78000 5
57 37257 39.39000 5
58 35565 58.45000 0
58 41535 57.08000 0
58 20301 39.92000 5
58 23358 39.47000 5
58 31137 38.72000 5
58 35382 38.90000 5
59 27342 57.28000 0
59 28674 57.65000 0
59 23358 38.44000 5
59 31137 39.71000 5
59 33177 38.80000 5
59 39441 39.09000 5
60 23007 55.57000 0
60 23658 57.08000 0
60 27342 57.21000 0
60 38622 57.48000 0
60 31137 38.87000 5
60 35964 37.90000 5
60 39441 38.18000 5
61 36489 55.80000 0
61 38622 55.77000 0
61 31137 37.66000 5
61 32382 39.64000 5
61 35382 38.38000 5
61 35964 37.98000 5
61 39441 38.50000 5
62 20631 57.86000 0
62 25650 57.44000 0
62 30237 58.09000 0
62 36489 57.23000 0
62 31137 38.78000 5
62 32982 40.49000 5
62 33858 38.83000 5
62 35964 39.57000 5
62 39441 39.13000 5
63 20631 56.33000 0
63 25650 57.28000 0
63 30237 56.32000 0
63 41712 56.92001 0
63 33858 37.93000 5
63 35964 37.63000 5
63 39441 38.96000 5
63 41241 37.66000 5
64 22341 57.44000 0
64 34683 58.22001 0
64 40938 56.56000 0
64 31686 39.27000 5
64 33177 38.54000 5
64 39441 40.85000 5
65 23658 56.24000 0
65 28674 56.66000 0
65 23358 38.20000 5
65 27813 39.07000 5
65 31686 39.51000 5
65 33177 38.06000 5
65 37614 39.45000 5
65 39441 39.70000 5
66 26850 56.82000 0
66 27621 56.51001 0
66 40938 55.97000 0
66 23358 37.58000 5
66 27813 38.55000 5
66 34938 39.03000 5
66 37614 37.66000 5
66 39441 38.49000 5
67 27621 57.36000 0
67 33126 57.21000 0
67 38253 57.64000 0
67 40938 56.63000 0
67 23358 39.84000 5
67 31686 39.36000 5
67 34938 38.69000 5
68 34530 57.70000 0
68 35508 56.93000 0
68 40938 56.33000 0
68 23358 38.09000 5
68 30930 38.53000 5
68 31686 38.98000 5
68 36600 38.82000 5
69 27342 56.29000 0
69 38229 56.41000 0
69 38346 57.86000 0
69 27813 39.59000 5
69 33177 38.38000 5
69 38160 38.35000 5
70 27177 57.73000 0
70 28962 58.56001 0
70 30717 57.43000 0
70 20991 39.06000 5
70 27813 38.47000 5
70 33177 38.95000 5
71 24438 57.09000 0
71 37611 57.41000 0
71 28284 38.79000 5
71 34254 39.07000 5
71 38160 38.51000 5
72 24438 55.84000 0
72 27177 57.58000 0
72 32670 56.94000 0
72 38481 56.76000 0
72 28284 37.90000 5
72 31686 38.23000 5
72 32106 38.53000 5
73 24438 56.35000 0
73 31863 56.97001 0
73 33423 56.44000 0
73 31686 39.30000 5
73 32106 38.25000 5
73 34254 38.77000 5
73 38160 38.94000 5
74 27177 57.83001 0
74 35763 55.99001 0
74 31074 38.93000 5
74 31686 39.40000 5
74 32106 39.29000 5
74 34254 38.17000 5
