0 42045 51.83000 1
0 42093 48.65000 2
0 42154 44.84000 3
1 42045 52.11000 1
1 42093 48.70000 2
1 42154 45.22000 3
1 42129 37.24000 5
2 42045 52.18000 1
2 42093 48.41000 2
2 42154 45.39000 3
2 42129 37.71000 5
3 42045 51.41000 1
3 42093 47.96000 2
3 42154 44.77000 3
4 42045 51.30000 1
4 42093 48.04000 2
4 42154 44.89000 3
4 42129 37.69000 5
5 42045 51.67000 1
5 42093 47.99000 2
5 42154 43.00000 4
5 42129 38.79000 5
6 42045 52.47000 1
6 42093 48.94000 2
6 42154 46.01000 3
6 42129 41.76000 4
7 42093 51.90000 1
7 42154 48.27000 2
7 42129 43.06000 4
8 42093 51.39000 1
8 42154 47.07000 3
8 42129 42.55000 4
9 42093 50.73000 1
9 42154 46.72001 2
9 42129 41.87000 4
10 42093 51.03000 1
10 42154 47.02000 2
10 42129 41.82000 4
11 42093 52.02000 1
11 42154 48.29000 2
11 42129 42.80000 4
12 42093 51.89000 1
12 42154 48.43000 2
12 42129 43.44000 4
13 42093 51.79000 1
13 42154 47.67000 2
13 42129 42.85000 4
13 42084 38.78000 5
14 42093 51.60000 1
14 42154 46.24000 3
14 42129 42.51000 4
14 42084 38.75000 5
15 42093 52.25000 1
15 42154 47.96000 3
15 42129 43.61000 4
16 42093 52.35000 1
16 42154 48.28000 2
16 42129 43.46000 4
17 42093 51.87000 1
17 42154 48.11000 2
17 42129 43.27000 4
17 42084 38.79000 5
18 42093 52.13000 1
18 42154 48.10001 2
18 42129 43.11000 4
18 42084 38.81000 5
19 42093 52.09000 1
19 42154 48.34000 2
19 42129 43.03000 4
19 42084 38.46000 5
20 42093 52.60000 1
20 42154 48.54000 2
20 42129 43.32000 4
20 42084 39.70000 5
21 42093 51.88000 1
21 42154 48.20000 2
21 42129 42.95000 4
21 42052 38.65000 5
21 42084 38.32000 5
22 42093 52.28000 1
22 42154 48.66000 2
22 42129 43.57000 4
22 42084 39.57000 5
23 42093 52.07000 1
23 42154 48.59000 2
23 42129 43.44000 4
23 42084 39.25000 5
24 42093 52.98000 1
24 42154 49.45000 2
24 42129 44.13000 4
24 42084 39.51000 5
25 42093 53.30000 1
25 42154 49.18000 2
25 42129 44.51000 4
25 42052 40.67001 5
26 42093 52.35000 1
26 42154 48.85000 2
26 42129 43.81000 4
26 42052 39.94000 5
27 42093 52.03000 1
27 42154 48.05000 2
27 42129 43.32000 4
27 42052 39.08000 5
28 42093 53.01000 1
28 42154 49.87000 2
28 42129 46.57000 3
28 42052 43.23000 4
29 42093 55.66000 0
29 42154 51.52000 1
29 42129 47.36000 3
29 42052 43.56001 4
30 42093 53.40000 1
30 42154 49.78000 2
30 42129 46.84000 3
30 42052 43.19000 4
31 42093 52.83001 1
31 42154 49.72000 2
31 42129 46.55000 3
31 42052 42.76000 4
31 42084 38.97000 5
32 42093 53.61000 1
32 42154 50.07000 2
32 42129 46.84000 3
32 42052 43.44000 4
32 42084 39.19000 5
33 42093 53.12000 1
33 42154 49.58000 2
33 42129 46.66000 3
33 42052 43.27000 4
33 42084 39.34000 5
34 42093 54.15001 1
34 42154 50.89000 2
34 42129 47.81000 3
34 42052 44.39000 4
34 42084 40.59000 5
35 42093 54.27000 1
35 42154 50.44000 2
35 42129 47.10000 3
35 42052 43.12000 4
35 42084 39.09000 5
36 42093 54.36000 1
36 42154 50.69000 2
36 42129 47.27000 3
36 42052 43.39000 4
36 42084 39.55000 5
